sample_id,state,district,location_name,elevation_m,slope_deg,aspect_deg,profile_curvature,plan_curvature,topographic_wetness_index,dist_to_fault_m,dist_to_drainage_m,lithology_code,lulc_code,rainfall_24h_mm,rainfall_72h_antecedent_mm,rainfall_intensity_mm_h,soil_moisture_pct,pore_water_pressure_kpa,tilt_rate_mm_h,failure_probability,landslide_occurred
NER-SIM-04835,Tripura,North Tripura,Jampui Hills Ridge Corridor,573.6,33.94,117.8,0.026,0.0474,5.24,1385.8,76.0,1,2,12.2,21.7,1.28,34.4,1.17,0.047,0.1432,0
NER-SIM-04836,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,479.0,16.06,207.7,-0.0307,-0.0406,7.42,256.0,789.1,1,1,1.4,1.7,0.21,42.4,2.05,0.106,0.0271,0
NER-SIM-04837,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1846.8,20.14,337.5,-0.0249,0.0216,5.73,1701.5,619.0,3,2,0.8,0.4,0.05,38.1,0.57,0.002,0.089,0
NER-SIM-04838,Sikkim,Mangan,North Sikkim Highway (Chungthang),1784.6,44.69,239.0,-0.077,0.0998,2.6,888.3,20.0,4,4,37.9,62.2,2.68,45.2,2.93,0.041,0.2302,0
NER-SIM-04839,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1400.5,25.81,249.2,-0.0009,-0.022,8.63,1957.1,420.8,2,3,5.4,3.6,0.37,25.2,3.24,0.036,0.0681,0
NER-SIM-04840,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1644.9,27.21,41.7,0.0375,0.0071,5.21,627.6,417.4,1,3,2.7,1.9,0.28,34.4,0.58,0.013,0.0728,0
NER-SIM-04841,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,943.4,23.31,231.5,0.0091,-0.0514,7.97,2812.5,292.0,2,4,7.8,8.4,0.77,41.0,1.04,0.009,0.0373,0
NER-SIM-04842,Sikkim,Mangan,North Sikkim Highway (Chungthang),1735.8,51.93,311.5,-0.0142,0.113,2.0,1513.4,195.7,4,3,9.8,5.2,1.07,34.1,3.58,0.044,0.296,0
NER-SIM-04843,Sikkim,Mangan,North Sikkim Highway (Chungthang),1639.8,36.85,312.0,-0.0128,-0.0354,5.56,290.9,217.5,5,3,8.2,4.5,0.57,35.3,1.93,0.0,0.1555,0
NER-SIM-04844,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1274.9,11.64,78.4,0.0061,0.0058,8.6,1243.1,105.4,3,3,31.2,29.5,4.43,30.0,3.05,0.029,0.1118,0
NER-SIM-04845,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,989.8,41.36,12.7,0.0101,0.0207,8.05,285.3,140.1,3,3,133.9,424.5,23.5,82.7,26.73,3.721,0.9742,1
NER-SIM-04846,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1047.5,35.99,119.6,-0.0054,-0.0389,4.81,280.0,378.3,1,2,57.6,98.2,9.85,55.9,2.29,0.033,0.3483,0
NER-SIM-04847,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1133.7,29.98,78.2,-0.0432,-0.0105,6.34,267.2,45.9,1,4,54.3,158.4,11.55,69.4,5.14,0.06,0.3602,0
NER-SIM-04848,Sikkim,Mangan,North Sikkim Highway (Chungthang),1664.4,26.12,114.9,-0.0331,-0.0317,5.88,72.9,0.6,5,2,7.5,10.2,1.09,39.0,1.36,0.01,0.1715,0
NER-SIM-04849,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1454.0,42.31,197.0,-0.0602,-0.0517,2.78,2309.2,252.2,2,3,96.0,248.9,19.74,80.6,20.9,0.126,0.7144,1
NER-SIM-04850,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,950.3,29.12,256.4,-0.0191,-0.046,7.34,1090.3,24.7,2,2,4.8,8.0,0.41,39.3,1.67,0.043,0.1362,0
NER-SIM-04851,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1161.8,34.28,24.3,0.0317,0.0636,4.46,1509.5,971.7,2,1,82.6,172.8,16.75,88.9,38.78,0.606,0.4537,0
NER-SIM-04852,Manipur,Noney,Tupul Railway Corridor Section,802.2,48.53,339.8,-0.0244,-0.0715,7.83,96.2,252.9,3,3,0.1,0.0,0.01,41.4,3.39,0.067,0.3658,0
NER-SIM-04853,Sikkim,Mangan,North Sikkim Highway (Chungthang),1740.8,53.25,15.1,0.0866,-0.0257,2.0,684.7,89.9,5,1,17.0,30.0,1.2,40.8,0.0,0.0,0.378,0
NER-SIM-04854,Sikkim,Mangan,North Sikkim Highway (Chungthang),2086.0,45.06,228.6,0.0002,-0.0063,4.41,1420.7,592.9,3,2,64.6,98.2,12.88,61.7,0.72,0.0,0.2255,0
NER-SIM-04855,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,870.5,44.44,238.4,-0.0237,-0.0148,2.44,2139.0,900.7,3,3,11.7,16.4,1.49,35.9,0.56,0.0,0.2017,0
NER-SIM-04856,Manipur,Noney,Tupul Railway Corridor Section,661.8,39.11,43.0,-0.0397,0.0057,5.03,2912.2,250.2,3,1,3.2,3.5,0.22,35.5,2.78,0.048,0.0536,0
NER-SIM-04857,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1466.1,43.49,288.6,0.082,-0.0208,4.11,1787.3,35.4,3,3,5.4,4.2,0.42,44.6,2.31,0.082,0.2373,0
NER-SIM-04858,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1833.2,37.89,147.1,0.0078,-0.0224,6.37,157.1,34.3,4,1,15.3,22.5,1.06,38.3,0.0,0.025,0.2068,0
NER-SIM-04859,Nagaland,Phek,Phek-Meluri Road Corridor,1532.0,44.9,39.9,0.0502,0.0326,2.5,813.5,15.9,2,1,75.7,239.3,12.31,72.4,2.84,0.063,0.6435,1
NER-SIM-04860,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1497.1,20.3,200.2,-0.001,0.021,5.37,299.7,684.4,4,3,85.2,231.0,24.92,75.9,7.63,0.0,0.788,1
NER-SIM-04861,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1025.7,44.58,208.1,0.012,0.0029,2.19,171.6,37.3,4,1,24.0,15.5,2.36,33.9,2.12,0.046,0.1893,0
NER-SIM-04862,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1487.6,37.3,262.3,-0.0318,0.0107,6.02,586.0,176.8,2,3,18.9,11.3,1.9,41.6,1.31,0.031,0.1631,0
NER-SIM-04863,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,908.3,29.7,259.1,-0.0424,0.0898,3.7,763.0,77.4,2,3,125.2,256.3,16.19,84.2,18.26,0.008,0.8795,1
NER-SIM-04864,Manipur,Noney,Tupul Railway Corridor Section,591.5,43.0,127.2,-0.0714,-0.0116,3.07,236.0,54.0,2,1,5.0,7.0,0.53,41.5,1.84,0.061,0.088,0
NER-SIM-04865,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1476.4,23.19,290.6,-0.0276,0.0327,4.24,729.2,1223.6,1,2,67.9,131.9,9.77,73.7,1.43,0.0,0.227,0
NER-SIM-04866,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2006.1,52.11,71.7,0.0578,-0.0038,2.8,1602.4,264.6,4,1,8.6,6.6,0.97,35.3,1.02,0.032,0.1222,0
NER-SIM-04867,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,586.8,21.93,294.9,0.023,-0.0327,6.69,764.9,279.5,1,1,21.7,36.8,2.21,41.5,0.07,0.004,0.0705,0
NER-SIM-04868,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1518.7,33.91,107.6,-0.095,-0.0192,7.43,1195.6,460.3,1,1,7.8,8.8,0.76,35.5,1.07,0.003,0.038,0
NER-SIM-04869,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1536.6,36.08,153.6,0.062,-0.0105,4.75,267.5,109.5,2,2,28.3,26.8,3.37,36.9,2.88,0.115,0.2003,0
NER-SIM-04870,Manipur,Noney,Tupul Railway Corridor Section,656.0,52.42,58.8,0.082,-0.0527,2.66,961.0,156.9,4,3,176.1,538.1,30.46,85.8,23.67,0.416,0.9917,1
NER-SIM-04871,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1633.3,47.62,54.4,-0.0282,-0.0546,4.28,397.8,18.0,3,4,0.4,0.7,0.07,29.0,3.6,0.134,0.1585,0
NER-SIM-04872,Tripura,North Tripura,Jampui Hills Ridge Corridor,539.2,58.94,211.1,0.0753,0.0199,2.0,3208.7,133.5,1,1,41.6,92.9,13.29,56.8,1.79,0.122,0.2868,0
NER-SIM-04873,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,635.2,35.09,5.4,-0.1153,-0.003,4.28,1407.1,229.6,3,2,0.4,0.4,0.03,29.1,2.81,0.002,0.0688,0
NER-SIM-04874,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2295.9,32.23,174.4,0.0227,-0.0427,7.09,1444.8,261.4,5,1,78.5,147.2,10.67,67.7,3.35,0.009,0.4328,0
NER-SIM-04875,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1186.9,39.22,235.3,0.0047,-0.0338,3.56,683.5,185.5,3,3,5.1,5.9,0.41,31.1,1.69,0.0,0.1734,0
NER-SIM-04876,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1309.0,30.01,15.1,-0.0122,0.0031,4.42,534.2,603.6,3,1,30.2,36.2,4.6,51.5,0.78,0.022,0.0984,0
NER-SIM-04877,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,852.9,26.97,279.8,0.0093,-0.0852,6.41,1252.1,797.4,2,1,20.7,13.3,2.61,31.4,3.21,0.078,0.0806,0
NER-SIM-04878,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,489.0,50.95,64.6,0.0777,0.0036,3.4,82.1,245.5,1,1,143.0,337.4,25.43,80.1,20.45,0.036,0.9325,1
NER-SIM-04879,Manipur,Noney,Tupul Railway Corridor Section,656.7,37.86,187.9,-0.0216,-0.0175,6.34,1.1,162.2,2,2,24.5,43.7,2.42,42.3,2.19,0.017,0.3253,0
NER-SIM-04880,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,918.0,36.25,25.6,-0.0208,0.0139,5.69,75.4,829.3,4,4,14.6,17.2,1.18,31.0,0.25,0.0,0.1786,0
NER-SIM-04881,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1173.4,43.69,101.0,-0.007,-0.0127,3.61,274.4,281.4,2,3,98.0,167.6,14.08,86.0,25.27,2.261,0.7954,1
NER-SIM-04882,Tripura,North Tripura,Jampui Hills Ridge Corridor,394.8,22.4,115.2,0.0291,0.041,5.58,2041.6,349.2,1,1,8.5,13.3,1.16,28.2,3.15,0.05,0.0627,0
NER-SIM-04883,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,126.2,24.34,38.1,0.005,0.0051,8.16,154.3,162.8,1,4,19.6,22.2,2.65,40.6,0.0,0.0,0.096,0
NER-SIM-04884,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1293.8,33.69,185.1,-0.0622,-0.0372,3.96,466.9,1374.9,2,3,18.3,26.7,2.28,42.9,1.22,0.019,0.2073,0
NER-SIM-04885,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1243.5,43.65,152.9,-0.0554,0.0366,8.29,395.5,519.4,3,2,0.2,0.3,0.02,36.3,2.72,0.011,0.1623,0
NER-SIM-04886,Nagaland,Phek,Phek-Meluri Road Corridor,1802.0,43.83,232.4,0.0363,0.0057,5.09,309.0,186.9,3,3,129.9,258.9,25.87,76.3,9.07,0.103,0.9161,1
NER-SIM-04887,Manipur,Noney,Tupul Railway Corridor Section,1024.3,54.59,268.4,0.0469,0.0781,3.45,1173.8,902.2,2,3,3.9,2.6,0.57,37.7,0.0,0.01,0.1403,0
NER-SIM-04888,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2098.0,42.7,357.9,0.0397,-0.0295,4.62,215.9,447.9,5,1,121.8,270.8,21.53,92.8,29.55,0.534,0.9349,1
NER-SIM-04889,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1955.5,27.57,272.6,0.0037,-0.0652,7.88,577.4,665.5,2,3,11.0,9.3,0.74,34.8,0.0,0.048,0.0908,0
NER-SIM-04890,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,842.1,29.53,291.3,-0.0601,-0.0022,8.54,11.8,116.1,1,3,0.0,0.0,0.0,33.5,1.26,0.0,0.1196,0
NER-SIM-04891,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1428.0,32.53,334.2,-0.0536,-0.0677,4.75,2753.1,1858.8,3,4,65.9,122.2,17.4,64.2,0.0,0.064,0.1318,0
NER-SIM-04892,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,1984.8,35.91,59.5,0.0553,-0.0508,6.93,975.0,1072.0,5,1,5.8,4.1,0.44,25.6,2.91,0.064,0.0972,0
NER-SIM-04893,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,997.9,37.25,344.2,0.0112,0.0453,6.27,1295.7,376.7,3,3,9.8,12.8,0.83,34.6,2.58,0.099,0.133,0
NER-SIM-04894,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1117.3,39.47,79.4,-0.0182,0.1158,4.91,1219.1,242.6,3,1,89.8,150.3,22.44,78.9,14.36,0.041,0.3759,0
NER-SIM-04895,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,50.0,21.55,97.0,0.1096,0.0023,5.43,676.2,183.0,1,2,14.0,7.1,1.09,46.6,2.67,0.034,0.1166,0
NER-SIM-04896,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,720.5,31.98,292.4,0.058,-0.0269,6.42,1049.3,412.0,1,4,9.6,10.0,1.55,34.0,0.46,0.046,0.0674,0
NER-SIM-04897,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1099.4,40.32,313.0,0.0083,0.0495,6.4,1908.8,1190.7,1,4,124.8,213.5,15.95,82.4,16.14,5.764,0.7862,1
NER-SIM-04898,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2304.8,53.2,269.6,-0.0447,-0.0008,8.26,89.3,207.1,4,2,139.1,367.6,20.33,91.5,31.56,3.475,0.9814,1
NER-SIM-04899,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1330.9,25.88,253.1,-0.0235,-0.0504,3.63,528.8,631.7,2,2,37.2,86.3,5.29,55.3,1.39,0.052,0.1025,0
NER-SIM-04900,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2675.0,54.96,134.7,0.0617,-0.1298,4.51,6375.8,108.6,4,3,210.2,363.2,35.48,78.4,17.3,0.001,0.956,1
NER-SIM-04901,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1121.1,40.18,306.4,-0.0133,0.0365,2.45,3084.4,1727.9,2,1,67.0,153.7,11.34,82.6,21.64,3.584,0.4729,0
NER-SIM-04902,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1523.7,38.24,64.9,-0.0513,0.0586,5.43,1124.8,100.8,4,1,6.4,10.2,0.65,44.4,0.0,0.026,0.0514,0
NER-SIM-04903,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1535.5,42.89,263.7,-0.0148,-0.018,3.99,364.9,0.4,3,3,119.4,204.2,31.81,78.9,15.86,0.02,0.922,1
NER-SIM-04904,Manipur,Noney,Tupul Railway Corridor Section,900.2,27.66,251.7,-0.0316,0.0738,6.04,1027.9,1043.5,4,1,0.9,0.7,0.13,32.6,2.26,0.122,0.0421,0
NER-SIM-04905,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1642.4,21.58,60.8,-0.0329,0.044,4.58,188.4,233.0,3,1,59.8,170.0,7.55,76.5,9.95,0.0,0.4526,0
NER-SIM-04906,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1724.5,30.44,185.5,0.0579,-0.0278,7.5,2607.0,301.4,3,2,6.1,5.0,0.58,31.5,1.66,0.009,0.0512,0
NER-SIM-04907,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1087.2,29.72,205.9,0.1091,-0.0579,4.52,123.4,482.8,1,3,12.9,19.2,1.98,46.7,1.99,0.068,0.1158,0
NER-SIM-04908,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1216.9,35.56,336.3,-0.0302,0.0863,4.28,285.2,753.3,3,1,85.4,163.5,26.48,71.6,2.1,0.045,0.537,1
NER-SIM-04909,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1580.3,32.22,152.4,0.0956,0.0239,4.15,538.0,665.9,3,1,29.6,82.5,4.75,66.2,1.25,0.061,0.1335,0
NER-SIM-04910,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1087.1,30.48,141.2,-0.0279,-0.0104,6.97,1096.9,313.7,4,3,50.6,103.0,10.73,59.2,0.0,0.148,0.2073,0
NER-SIM-04911,Tripura,North Tripura,Jampui Hills Ridge Corridor,1149.0,18.68,247.7,0.004,-0.0033,9.78,675.3,132.9,1,1,4.1,4.7,0.34,45.1,2.57,0.002,0.0262,0
NER-SIM-04912,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2659.4,41.61,183.0,0.0129,-0.0016,4.86,356.6,71.9,5,3,93.3,196.6,13.75,65.6,1.47,0.066,0.8496,1
NER-SIM-04913,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,736.1,48.51,281.3,-0.0222,0.0451,4.6,4090.0,877.8,4,1,84.8,166.0,11.7,65.2,2.27,0.029,0.4,0
NER-SIM-04914,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1067.1,41.2,84.7,0.0227,-0.0278,4.29,2793.0,348.8,3,4,10.3,14.1,0.75,34.5,0.74,0.072,0.0502,0
NER-SIM-04915,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1068.8,29.58,2.9,0.0354,-0.0244,10.56,758.4,651.4,4,2,84.2,218.2,14.53,95.7,61.38,0.075,0.7903,1
NER-SIM-04916,Sikkim,Mangan,North Sikkim Highway (Chungthang),1390.5,35.56,171.4,-0.0171,0.0731,2.36,4353.5,1497.5,5,3,123.0,373.4,19.29,74.5,2.96,0.037,0.8345,1
NER-SIM-04917,Sikkim,Mangan,North Sikkim Highway (Chungthang),1658.9,27.06,12.6,-0.0062,-0.0036,8.67,318.8,364.6,4,4,32.3,75.6,9.55,52.8,1.95,0.0,0.1276,0
NER-SIM-04918,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1597.7,31.19,326.2,-0.0177,0.0266,7.58,493.5,703.7,3,3,62.2,193.3,8.44,84.1,24.44,0.034,0.6191,1
NER-SIM-04919,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,855.2,35.5,338.0,0.0899,-0.0116,5.05,1392.1,271.5,2,3,1.8,2.5,0.15,27.1,1.4,0.115,0.1164,0
NER-SIM-04920,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,518.8,25.59,181.2,0.0074,0.0034,6.92,537.8,409.7,1,2,61.2,96.7,12.28,59.0,1.24,0.052,0.1612,0
NER-SIM-04921,Tripura,North Tripura,Jampui Hills Ridge Corridor,489.4,43.95,301.4,0.1558,-0.068,3.23,524.1,524.5,1,2,112.5,175.9,28.62,73.5,3.24,0.064,0.4741,0
NER-SIM-04922,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1689.0,32.12,229.0,0.0344,0.0514,3.88,921.2,300.1,1,3,33.6,97.6,6.47,60.4,2.35,0.031,0.2142,0
NER-SIM-04923,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2152.0,44.71,220.7,0.0047,0.0227,5.16,4008.1,30.3,5,1,7.1,12.7,0.95,42.3,0.32,0.094,0.1869,0
NER-SIM-04924,Manipur,Noney,Tupul Railway Corridor Section,929.8,41.4,144.7,0.0097,0.0517,6.44,1123.9,70.2,2,3,14.5,25.7,1.1,37.4,3.51,0.014,0.145,0
NER-SIM-04925,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1516.8,38.11,200.3,-0.1308,-0.0068,3.85,1285.6,27.7,2,1,0.7,1.0,0.11,45.7,3.51,0.087,0.1143,0
NER-SIM-04926,Sikkim,Mangan,North Sikkim Highway (Chungthang),2275.6,48.66,139.1,0.0319,-0.0277,5.38,2809.3,475.8,4,1,46.0,79.4,6.59,58.2,1.94,0.073,0.2001,0
NER-SIM-04927,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,924.1,33.41,322.6,-0.0288,-0.0731,4.03,1827.6,722.5,2,2,178.3,421.8,27.94,75.4,8.27,0.086,0.8179,1
NER-SIM-04928,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,1995.4,31.54,98.2,-0.035,-0.0048,6.19,4436.4,65.4,5,3,112.3,171.8,16.42,77.8,12.95,0.061,0.7004,1
NER-SIM-04929,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1164.7,22.14,11.0,-0.0319,-0.0198,5.54,406.1,204.3,2,2,24.8,29.1,1.67,42.4,2.29,0.029,0.107,0
NER-SIM-04930,Nagaland,Phek,Phek-Meluri Road Corridor,1424.3,32.49,51.2,0.0193,0.0109,4.48,830.7,111.6,2,1,122.0,214.1,16.06,73.5,5.0,0.032,0.4339,0
NER-SIM-04931,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1394.1,32.67,29.0,0.0337,0.0519,3.29,34.6,3.4,4,2,49.0,119.8,11.06,63.5,1.92,0.059,0.2488,0
NER-SIM-04932,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,683.0,41.67,299.7,-0.0527,-0.018,5.84,1752.3,316.6,3,3,2.8,4.2,0.22,31.4,3.48,0.037,0.1412,0
NER-SIM-04933,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,893.3,44.98,309.9,-0.0591,0.0767,2.39,624.3,560.0,2,1,153.9,259.5,26.47,79.0,16.76,0.028,0.7668,1
NER-SIM-04934,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1313.3,44.73,198.5,-0.0015,-0.0692,3.82,125.4,431.8,3,4,12.4,18.3,1.35,45.9,3.17,0.047,0.0995,0
NER-SIM-04935,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1234.4,55.42,276.1,0.0726,0.0195,6.2,1378.0,228.0,2,1,72.6,175.6,9.92,89.8,36.33,0.424,0.7399,1
NER-SIM-04936,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2326.1,39.81,172.8,0.0144,0.0327,3.28,432.9,706.3,5,3,2.2,1.1,0.19,31.0,2.38,0.009,0.1587,0
NER-SIM-04937,Tripura,North Tripura,Jampui Hills Ridge Corridor,463.8,15.36,43.3,-0.059,0.0993,4.91,5656.8,196.8,2,4,110.5,301.4,22.68,91.2,35.24,0.037,0.5926,1
NER-SIM-04938,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2414.7,24.81,185.1,-0.0104,-0.0235,5.06,244.4,498.2,5,4,41.8,100.6,7.0,60.2,2.3,0.036,0.2079,0
NER-SIM-04939,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1436.2,35.37,163.9,-0.0364,0.028,3.76,161.8,616.2,2,1,18.6,29.6,2.25,52.0,1.28,0.0,0.0738,0
NER-SIM-04940,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1228.2,37.44,38.2,-0.0371,0.0223,6.43,75.4,596.6,1,4,85.5,225.3,24.77,76.1,8.4,0.128,0.4843,0
NER-SIM-04941,Manipur,Noney,Tupul Railway Corridor Section,756.5,50.03,154.2,0.0325,-0.0251,6.01,891.2,23.6,2,2,95.0,128.5,10.7,61.2,1.53,0.0,0.4925,0
NER-SIM-04942,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,506.9,34.03,307.7,0.0099,-0.0131,4.42,469.7,70.7,1,1,7.2,3.8,1.14,36.0,1.08,0.0,0.0575,0
NER-SIM-04943,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1330.5,40.59,201.8,-0.0181,0.0183,3.87,345.5,357.5,2,1,6.5,6.5,0.67,43.3,1.87,0.036,0.1089,0
NER-SIM-04944,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,720.5,30.15,251.9,0.0075,-0.0763,9.33,596.3,109.1,1,3,7.0,7.3,0.86,41.0,0.47,0.088,0.1261,0
NER-SIM-04945,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1355.1,38.67,13.7,0.0168,-0.0089,5.24,1217.4,1280.0,4,2,13.8,24.0,1.82,42.7,1.39,0.0,0.0774,0
NER-SIM-04946,Manipur,Noney,Tupul Railway Corridor Section,543.7,35.49,249.3,0.0477,-0.0429,4.21,513.1,438.0,3,3,3.6,3.9,0.29,32.8,3.69,0.0,0.1864,0
NER-SIM-04947,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1211.4,42.49,325.1,0.025,0.0407,4.21,729.9,444.8,2,1,10.9,13.7,0.79,43.2,0.91,0.105,0.0927,0
NER-SIM-04948,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,1045.5,24.89,106.1,0.0217,0.0339,6.73,268.5,35.7,1,1,11.0,10.5,0.95,35.2,1.88,0.011,0.0527,0
NER-SIM-04949,Nagaland,Phek,Phek-Meluri Road Corridor,1724.4,38.82,74.5,-0.0728,-0.0152,4.11,2466.6,47.3,3,3,2.3,1.3,0.27,33.5,4.82,0.024,0.2458,0
NER-SIM-04950,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1284.2,30.92,302.5,-0.0596,-0.0149,5.25,1956.0,1039.3,2,3,30.3,56.7,5.06,45.1,0.0,0.045,0.1471,0
NER-SIM-04951,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1387.0,34.81,208.3,0.0017,0.0058,4.92,1392.4,218.2,1,4,9.8,10.4,0.84,37.2,2.01,0.016,0.0488,0
NER-SIM-04952,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1282.7,32.77,0.1,-0.0285,-0.0387,4.89,1758.6,295.3,4,4,119.0,373.1,24.87,80.4,16.6,0.0,0.7778,1
NER-SIM-04953,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,698.6,41.47,139.2,-0.0659,-0.052,4.67,745.5,1403.2,4,3,3.3,5.8,0.41,36.1,0.0,0.075,0.1243,0
NER-SIM-04954,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1444.2,43.74,317.6,0.0035,-0.0186,6.16,1591.8,567.2,3,1,42.4,98.0,6.07,62.6,3.3,0.02,0.3378,0
NER-SIM-04955,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,884.7,37.78,74.2,0.0232,0.0143,4.94,839.2,162.4,1,4,17.0,28.6,1.44,51.6,3.08,0.09,0.1324,0
NER-SIM-04956,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1123.6,30.64,141.6,0.0521,0.0051,5.5,693.9,490.5,2,2,123.9,217.1,29.88,75.8,7.61,0.076,0.4943,0
NER-SIM-04957,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1691.2,38.11,341.5,-0.0267,-0.0016,6.26,216.0,184.4,3,3,22.3,36.4,1.82,42.8,4.87,0.029,0.1581,0
NER-SIM-04958,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1057.4,32.93,244.6,0.056,-0.0418,7.32,67.9,555.0,2,4,188.1,595.5,35.05,85.9,19.29,2.207,0.9719,1
