elevation_m,slope_deg,aspect_deg,profile_curvature,plan_curvature,topographic_wetness_index,dist_to_fault_m,dist_to_drainage_m,rainfall_24h_mm,rainfall_72h_antecedent_mm,rainfall_intensity_mm_h,soil_moisture_pct,pore_water_pressure_kpa,tilt_rate_mm_h,lithology_code,lulc_code,landslide_occurred
2198.6,36.98,127.0,-0.014,0.1263,5.49,1459.5,785.1,185.8,313.3,46.06,86.0,21.68,0.667,4,1,1
1433.2,35.57,126.6,-0.0535,0.0175,2.45,508.5,7.4,31.4,79.6,10.0,51.4,2.18,0.044,2,1,0
870.3,32.57,68.4,0.0646,-0.0583,5.9,1882.4,4.9,27.4,17.0,2.66,41.3,1.42,0.02,2,1,0
692.2,27.54,304.3,0.0347,-0.0165,8.58,1385.8,49.4,1.4,1.1,0.12,34.2,0.91,0.033,1,1,0
975.3,27.84,149.6,-0.0051,-0.0206,7.1,247.4,264.5,1.0,1.0,0.1,46.5,2.19,0.041,3,4,0
1984.5,55.17,177.2,0.0732,0.0441,2.0,456.8,6.6,56.4,89.9,8.04,51.0,0.0,0.069,4,2,1
1866.7,30.01,46.2,0.0053,0.0484,8.22,2999.4,158.0,67.9,208.1,8.86,72.5,3.9,0.11,4,1,0
1387.2,33.64,129.7,0.0417,-0.0784,5.06,608.4,15.6,11.2,17.9,0.87,42.9,2.8,0.0,1,1,0
1061.7,26.05,119.1,0.0293,-0.024,5.85,1000.1,285.6,0.4,0.4,0.03,38.4,1.69,0.063,2,2,0
1599.7,27.33,109.2,0.003,-0.0586,3.35,1090.8,651.8,85.4,196.7,13.76,83.1,22.05,0.0,3,1,0
1518.5,36.28,88.2,-0.0088,0.0595,5.71,1830.8,250.9,9.4,15.1,0.96,32.6,0.89,0.03,1,3,0
1635.2,24.04,91.4,0.1118,0.0828,5.92,26.7,377.4,2.4,3.8,0.17,42.8,1.35,0.028,3,1,0
443.0,27.35,231.8,0.0838,0.0416,6.12,726.9,26.6,91.7,203.1,28.57,83.1,25.64,0.126,1,2,1
991.8,39.03,149.7,0.0184,0.0136,5.19,1272.3,392.3,53.0,92.6,8.77,59.0,0.69,0.008,2,1,0
1266.2,41.55,217.4,0.0071,0.0162,4.24,646.2,86.1,6.2,4.7,0.46,30.3,1.84,0.077,3,1,0
1649.4,44.57,44.5,-0.0544,0.0072,2.01,1206.7,69.2,8.5,7.5,0.64,29.4,2.58,0.104,1,4,0
1252.4,25.73,349.5,-0.0657,0.0541,5.4,670.5,276.8,52.4,116.3,9.3,55.8,0.59,0.097,4,2,0
965.7,45.09,158.0,-0.0188,-0.0192,5.45,2169.4,216.8,0.1,0.1,0.01,27.5,0.12,0.052,2,4,0
741.5,29.19,269.5,0.0232,0.009,5.36,30.3,432.8,34.0,81.6,5.77,63.1,4.91,0.054,1,1,0
569.5,32.05,18.6,-0.0623,-0.0462,7.76,336.6,636.5,6.8,7.8,0.75,36.0,0.21,0.092,1,4,0
637.1,21.66,307.0,-0.013,-0.0431,8.53,2219.0,558.0,23.5,14.2,3.1,29.8,3.57,0.088,1,3,0
2392.9,44.57,13.4,-0.0358,-0.052,3.47,700.1,279.4,197.9,309.7,61.56,76.9,11.92,0.057,5,1,1
2379.9,39.37,208.8,0.0555,0.0223,3.72,128.5,321.3,249.3,634.8,70.78,72.1,0.66,0.013,5,1,1
1412.9,44.82,198.3,0.064,-0.0568,2.8,489.6,12.9,21.1,16.0,1.66,37.6,4.61,0.037,4,3,0
1027.9,18.51,94.1,-0.0107,0.0525,5.24,1296.1,590.0,109.9,174.0,13.83,69.7,2.1,0.038,2,1,0
998.0,51.01,29.7,0.0367,-0.0971,6.13,52.2,1682.7,6.7,6.3,0.71,41.8,1.96,0.1,1,1,0
692.6,26.45,353.9,0.0045,-0.0672,7.99,950.4,30.3,24.1,26.7,2.91,43.0,1.07,0.036,1,2,0
1211.0,35.45,116.0,0.072,0.006,5.55,454.0,96.8,1.5,1.2,0.12,33.8,1.53,0.06,1,4,0
1871.8,37.48,5.1,0.076,-0.0124,5.95,1613.9,321.5,204.7,623.4,29.2,79.6,12.39,0.031,5,1,1
2400.1,46.97,260.7,-0.0063,-0.0607,6.17,867.0,100.6,172.6,265.8,23.32,78.7,10.08,0.05,4,2,1
968.4,47.56,235.1,0.0291,-0.0384,3.57,1224.0,830.3,28.4,83.5,3.86,58.1,0.77,0.042,2,2,0
854.4,31.49,186.9,0.0282,0.0085,4.31,64.1,152.7,9.9,14.7,1.29,42.0,1.04,0.072,1,1,0
117.9,36.72,224.2,0.0509,0.0434,7.71,78.8,71.1,10.0,10.2,0.91,37.6,1.86,0.084,1,1,0
1839.7,38.49,61.6,0.0328,0.0014,3.3,1237.4,154.6,10.8,7.3,0.94,40.0,3.7,0.07,4,4,0
1208.6,30.03,217.8,0.0647,0.0467,3.03,1276.6,373.1,172.3,478.5,36.12,78.3,15.19,0.058,2,2,1
1015.8,39.01,101.2,-0.0006,-0.0112,5.78,416.3,33.0,24.0,16.6,3.14,32.9,0.0,0.051,3,2,0
626.5,5.03,84.5,0.0892,0.0387,8.13,431.0,9.1,2.1,3.7,0.31,41.8,3.42,0.0,1,4,0
1090.7,42.72,173.1,-0.0653,-0.0036,4.63,1295.7,184.5,7.6,9.5,0.55,49.3,2.87,0.0,1,1,0
654.6,23.56,101.2,0.0131,0.034,7.37,909.4,136.7,11.3,25.9,1.51,42.3,3.18,0.071,1,3,0
894.3,39.72,14.4,0.0537,-0.0226,6.14,802.6,240.4,2.4,1.3,0.22,33.8,1.21,0.055,3,1,0
906.6,30.71,135.4,0.0114,0.0656,6.22,738.4,321.5,6.3,10.4,0.6,47.5,2.41,0.073,3,3,0
262.4,19.21,170.6,-0.001,0.0877,5.39,1237.4,673.2,2.6,4.6,0.21,39.4,0.33,0.066,1,1,0
1312.7,27.67,77.5,-0.0546,-0.031,8.89,1235.1,483.3,1.1,1.2,0.16,34.6,1.54,0.029,2,2,0
1979.5,37.8,29.9,-0.0867,-0.0517,4.97,694.4,1115.9,157.5,382.5,20.98,75.1,8.92,0.022,4,1,1
859.9,24.94,51.8,0.0024,-0.101,6.04,776.4,145.7,19.5,19.2,2.65,29.8,2.2,0.073,1,2,0
1397.2,32.04,153.1,0.0224,-0.0739,4.59,687.0,91.2,42.9,57.2,3.21,63.9,0.19,0.101,2,3,0
1557.8,36.83,261.6,0.0316,-0.0784,7.08,635.4,134.3,98.0,232.7,22.67,90.2,30.62,3.383,3,4,1
1447.5,47.56,263.1,-0.0114,-0.011,6.11,758.8,642.0,16.2,22.9,1.27,36.8,0.0,0.028,3,1,0
496.1,22.35,315.7,-0.0213,0.0733,7.72,4969.5,328.8,4.4,3.3,0.4,34.4,0.03,0.063,1,1,0
1070.4,21.44,306.7,0.0255,-0.0818,6.0,1448.9,245.8,43.5,134.4,13.0,70.8,1.25,0.068,4,2,0
1094.6,34.19,293.6,0.0008,-0.0091,5.31,384.4,1088.7,64.1,197.9,8.66,69.9,2.93,0.0,2,4,0
1067.5,29.11,7.5,-0.1029,-0.007,4.99,2376.3,75.1,46.7,126.0,10.09,70.0,0.0,0.006,1,1,0
1571.8,22.99,71.0,0.0275,-0.0194,7.11,202.7,982.5,6.3,6.0,0.42,38.5,3.61,0.014,2,1,0
2331.5,53.78,65.3,0.0329,-0.0152,4.04,170.6,184.0,59.1,168.3,12.43,77.6,12.65,0.007,5,1,1
511.2,25.13,35.8,-0.0227,-0.0271,2.53,137.7,124.4,11.8,14.3,1.24,33.9,0.01,0.02,1,3,0
2277.1,41.02,295.8,0.1029,-0.023,2.7,732.9,904.0,121.6,318.4,23.02,79.0,14.76,0.0,4,1,1
1353.9,32.23,305.8,0.0257,-0.0511,6.13,1010.3,203.5,12.3,12.8,1.41,42.8,0.0,0.011,2,2,0
936.4,25.88,132.9,-0.0338,0.02,6.24,3881.2,1218.6,24.3,22.5,2.49,37.0,6.08,0.02,5,1,0
830.2,25.38,157.3,-0.0044,-0.0107,5.4,1758.9,477.7,60.0,119.2,15.74,64.4,1.48,0.097,3,1,0
618.9,40.95,131.3,-0.0428,0.0082,5.43,147.7,230.5,7.9,10.1,0.66,39.9,1.65,0.106,1,1,0
837.7,34.26,164.7,-0.0139,0.0327,5.37,279.7,857.1,50.6,50.2,3.43,40.2,1.86,0.02,3,2,0
1638.1,38.71,78.3,0.004,0.047,6.8,595.2,151.5,3.1,1.7,0.2,34.7,0.0,0.089,4,1,0
903.5,34.32,219.6,-0.0079,-0.0416,6.88,838.9,41.7,71.8,78.5,11.54,55.9,1.39,0.095,1,2,0
488.0,17.42,135.3,-0.0674,-0.005,7.09,1525.5,251.8,95.8,127.0,8.79,69.8,0.0,0.102,1,2,0
833.6,25.96,60.7,0.0441,0.0318,4.47,896.2,1224.4,107.9,184.8,17.47,84.2,22.56,0.122,3,4,0
1649.1,37.42,32.0,0.0436,0.1338,6.83,4146.9,84.9,1.7,1.2,0.26,25.5,1.8,0.016,2,3,0
1154.4,45.07,126.5,0.0441,0.0353,3.31,5588.7,773.1,16.4,14.8,2.55,34.9,4.12,0.073,4,1,0
1303.7,27.39,24.0,-0.0136,0.0123,7.32,1098.9,379.1,5.5,9.0,0.73,37.8,1.53,0.003,4,2,0
1681.2,44.7,47.0,-0.0074,0.0105,4.55,2366.6,19.8,46.2,87.2,11.83,47.0,2.63,0.033,5,4,0
2149.3,51.82,18.0,0.0537,-0.0383,4.3,1451.8,560.8,11.2,6.2,0.83,35.8,0.0,0.062,5,2,0
1579.4,29.98,50.9,0.0581,0.0246,7.12,872.0,1827.0,80.2,173.4,17.81,76.5,14.33,0.04,1,1,0
1686.0,25.3,273.8,-0.0385,-0.0557,6.22,819.6,696.8,8.5,11.1,0.71,46.9,3.44,0.029,2,4,0
1093.8,41.67,248.2,0.071,-0.0296,5.69,708.4,265.1,7.3,9.1,0.5,36.6,2.66,0.113,3,3,0
588.3,20.91,250.0,0.0352,-0.0513,7.79,1721.2,19.0,0.1,0.2,0.01,24.7,2.5,0.015,1,4,0
1466.1,43.49,288.6,0.082,-0.0208,4.11,1787.3,35.4,5.4,4.2,0.42,44.6,2.31,0.082,3,3,0
555.0,29.52,260.9,0.0142,0.0277,4.75,1219.4,18.0,3.4,5.2,0.39,27.7,2.78,0.09,1,1,0
1647.6,38.14,7.3,0.0334,0.0166,4.95,397.4,55.5,120.1,195.3,21.18,91.4,34.61,4.07,2,4,1
1181.9,30.63,175.6,0.0062,0.0307,4.77,305.7,116.2,16.3,13.0,1.61,24.5,4.59,0.076,1,2,0
1029.9,39.87,220.0,0.0825,-0.0487,7.74,820.1,743.9,10.2,13.9,0.73,41.7,3.77,0.092,3,3,0
1008.7,28.96,109.8,0.0241,-0.0144,7.68,1479.0,104.9,246.3,628.9,49.15,80.8,16.16,0.0,3,1,1
1308.2,40.32,50.4,-0.0305,-0.0147,3.6,327.0,17.7,5.5,8.0,0.73,40.4,0.09,0.065,3,2,0
685.8,29.3,46.7,0.0153,0.0322,2.7,845.7,229.1,136.8,420.9,17.6,79.8,18.83,0.033,2,3,1
621.8,35.49,186.8,0.0085,0.0016,3.24,350.6,1219.4,136.1,302.1,23.2,88.2,34.11,0.561,2,4,1
1226.9,42.26,154.6,-0.0527,0.0139,5.18,219.3,1189.6,140.1,290.2,17.98,90.2,34.32,0.42,2,1,1
2364.6,47.23,197.9,0.0846,-0.0193,3.66,758.2,177.6,18.6,27.5,1.31,32.6,0.89,0.099,5,1,0
940.4,41.87,45.9,-0.0318,-0.0654,5.66,259.9,1059.3,46.0,43.8,3.21,48.2,5.5,0.053,4,1,0
2103.0,40.14,16.1,-0.0139,-0.0291,3.28,2661.4,1208.1,103.9,223.4,14.98,66.5,2.96,0.01,2,1,0
1659.4,35.91,132.6,0.0233,0.0286,6.45,149.8,35.7,0.9,1.2,0.1,36.2,1.69,0.0,5,3,0
1139.4,31.25,141.8,-0.057,0.0179,7.86,536.0,41.7,0.6,0.7,0.04,28.4,3.63,0.053,1,1,0
1448.4,29.94,88.8,0.027,0.0123,6.28,545.2,619.4,11.6,14.2,0.88,39.7,0.0,0.071,4,3,0
1372.8,45.3,101.0,0.0943,0.0373,3.73,2121.2,39.2,6.1,6.6,0.6,30.7,2.77,0.085,2,3,0
615.6,34.76,305.9,0.0621,-0.0457,2.76,2872.2,45.2,47.0,83.6,3.32,68.2,0.4,0.014,1,1,0
1809.5,36.91,134.3,-0.0437,-0.0243,5.16,3230.5,259.7,0.6,0.6,0.1,32.0,0.0,0.107,3,3,0
742.5,32.79,178.3,-0.0496,0.0556,5.95,614.8,78.9,3.5,2.6,0.29,42.1,0.21,0.045,1,4,0
2144.0,37.19,260.4,-0.0313,0.0202,2.71,1996.8,251.5,3.6,6.3,0.26,32.2,0.0,0.044,5,3,0
842.4,31.51,237.9,-0.0277,-0.0535,4.98,831.5,47.7,23.6,33.0,3.17,39.5,3.92,0.08,1,4,0
53.6,25.62,153.9,-0.043,0.0229,3.36,2102.3,70.6,117.5,202.8,26.57,68.4,2.19,0.022,1,1,0
1583.6,25.83,2.4,-0.0337,-0.0039,8.65,19.8,24.9,6.9,6.6,1.07,30.3,2.07,0.036,3,3,0
810.0,37.28,149.8,-0.1158,-0.0142,4.8,350.6,361.2,104.9,212.6,13.73,88.5,28.91,0.454,1,4,1
1068.5,28.79,75.4,0.0795,0.006,4.52,775.0,751.8,96.2,270.6,18.21,78.4,15.81,0.028,3,2,1
2431.3,34.68,247.5,-0.0487,0.0023,5.35,1047.8,496.4,168.4,311.1,22.87,73.7,3.38,0.009,4,4,1
1616.8,36.08,170.1,-0.0598,-0.0098,5.01,370.5,26.0,564.3,854.7,80.0,76.2,9.37,0.049,5,4,1
1036.6,34.99,103.4,-0.0012,0.0019,7.09,47.8,499.8,170.2,267.1,21.64,81.6,19.7,0.053,3,1,1
805.6,28.34,306.4,-0.061,-0.0292,4.84,791.3,218.7,1.1,1.2,0.08,33.9,1.73,0.019,1,1,0
1220.5,32.36,202.2,0.0293,-0.0204,5.79,236.8,108.1,103.0,156.1,22.93,72.8,3.77,0.033,1,1,0
1130.5,16.78,286.0,0.0564,-0.0342,5.66,2196.8,370.4,0.9,1.4,0.12,38.5,1.11,0.0,1,1,0
1600.7,36.41,325.3,0.048,0.0652,4.66,3074.1,25.2,22.2,24.8,1.61,36.9,2.96,0.029,1,1,0
1055.3,34.25,136.3,-0.0146,0.0367,4.46,390.2,39.1,97.8,236.0,14.29,79.7,14.74,0.034,2,2,1
2547.9,43.25,45.0,-0.0369,-0.03,6.5,375.9,11.8,0.2,0.4,0.03,28.6,3.3,0.0,5,4,0
1837.0,24.58,63.0,-0.0819,-0.0409,6.62,3178.2,400.3,7.9,13.7,0.55,31.5,0.0,0.104,1,3,0
1595.7,39.29,334.8,0.0468,-0.0281,5.0,3029.8,189.3,15.2,22.5,1.01,35.6,3.78,0.01,1,1,0
1904.6,24.94,76.5,0.0465,0.0691,8.34,26.7,542.3,22.5,12.9,1.81,41.4,0.81,0.109,4,2,0
930.4,28.95,117.0,0.0357,-0.0155,4.56,5253.6,403.7,148.8,441.5,40.4,70.1,3.31,0.086,1,3,1
1656.1,30.82,268.2,0.0303,0.0114,4.45,700.6,58.9,2.0,2.2,0.19,38.1,0.73,0.031,2,3,0
1652.6,15.89,213.8,-0.0742,0.0361,5.77,1296.7,985.2,26.0,32.5,2.13,41.3,3.15,0.074,4,2,0
1178.7,43.54,296.7,0.0509,0.0633,3.95,3927.3,86.5,2.2,3.4,0.3,21.2,0.0,0.046,4,2,0
486.2,32.95,44.9,0.0386,-0.0732,6.72,83.7,140.8,8.6,9.6,1.17,37.0,3.27,0.062,1,4,0
677.8,21.91,80.7,0.0812,-0.031,3.31,413.1,443.0,56.3,176.6,14.01,61.9,3.64,0.032,1,1,0
1048.0,41.05,294.7,-0.0473,-0.0631,4.38,1161.0,171.8,184.2,517.6,46.98,80.3,17.95,0.0,3,3,1
1399.2,50.3,133.7,0.0009,0.0232,3.83,385.6,78.1,133.5,234.7,20.88,76.3,13.61,0.038,1,1,1
1453.2,30.47,219.3,-0.0217,-0.0063,4.42,282.8,300.5,1.4,2.0,0.16,34.8,0.06,0.017,3,1,0
704.5,31.0,172.2,-0.0837,0.0185,5.23,2163.3,413.1,151.3,288.0,23.57,82.5,17.54,0.0,1,1,1
1656.9,21.02,70.8,-0.0191,-0.0641,5.49,470.8,477.7,17.1,27.2,1.65,33.1,3.65,0.031,1,1,0
1012.3,30.37,13.4,0.0087,-0.0772,4.48,1046.2,673.6,3.0,2.9,0.4,37.7,2.51,0.102,1,1,0
1392.5,23.41,145.9,-0.0246,-0.0341,5.02,261.5,215.9,4.2,6.5,0.46,27.2,0.19,0.057,3,4,0
978.7,37.65,138.7,-0.0612,-0.0231,5.87,558.6,232.4,7.7,9.0,0.73,36.3,1.95,0.0,3,3,0
756.8,41.65,1.2,0.036,0.0301,5.41,581.2,851.4,218.5,517.3,34.04,82.2,22.54,0.45,2,1,1
678.8,30.06,128.2,0.0732,-0.0679,6.32,1656.1,239.8,5.3,3.0,0.53,44.7,1.34,0.04,1,2,0
1221.0,26.51,279.9,-0.0419,0.0394,5.24,2484.5,29.3,12.0,20.5,0.81,38.9,1.46,0.043,2,1,0
2029.9,39.22,271.5,-0.0251,0.0393,3.91,778.8,280.3,48.8,96.0,12.61,52.9,0.84,0.055,4,3,0
1635.8,20.43,197.1,0.1255,-0.0279,7.07,767.4,236.1,6.5,6.3,0.47,23.0,0.0,0.033,3,1,0
1921.2,43.14,111.0,-0.0769,-0.0031,3.39,1072.8,240.6,11.3,11.7,1.45,41.0,0.0,0.0,5,3,0
1601.0,33.1,193.8,-0.0304,-0.0412,6.25,495.2,1102.4,36.7,81.9,8.46,48.5,0.0,0.0,3,3,0
1449.0,22.58,209.5,0.0385,0.0816,5.33,1260.3,281.1,33.5,19.5,3.01,37.6,1.87,0.068,2,4,0
2196.5,24.69,278.3,-0.1257,-0.0676,7.36,48.0,580.2,4.3,6.3,0.6,40.1,1.7,0.055,2,1,0
1166.6,54.47,188.2,0.1183,-0.0318,6.34,297.1,393.8,2.2,3.1,0.21,24.9,0.8,0.079,4,1,0
1714.7,35.03,16.6,0.0255,0.0608,7.69,472.1,97.5,92.4,156.5,13.44,73.9,3.21,0.138,5,1,1
1081.2,47.37,80.2,0.0052,-0.1001,2.93,1099.9,786.8,16.6,24.3,2.68,40.9,0.0,0.146,4,3,0
1501.1,23.3,15.3,0.077,0.0228,6.41,297.9,259.6,9.2,13.1,1.27,42.5,2.82,0.106,1,1,0
1527.4,29.63,271.7,-0.0507,0.0113,3.94,50.6,266.4,11.0,12.7,0.77,38.4,2.83,0.026,3,1,0
2117.8,24.84,11.6,-0.011,-0.1025,6.08,6363.2,172.2,0.7,0.6,0.05,33.9,3.13,0.074,4,2,0
1489.2,28.86,241.6,-0.066,0.0226,4.99,97.4,243.1,17.1,28.1,1.16,38.4,1.71,0.064,3,1,0
952.9,27.68,1.9,-0.0536,-0.0583,6.28,2316.5,368.2,4.0,2.3,0.32,27.4,0.0,0.034,1,3,0
1131.5,50.35,47.2,0.0484,0.0397,3.95,6669.8,69.7,25.5,14.4,2.11,37.1,0.85,0.022,1,1,0
1925.0,39.0,318.5,0.0623,0.0673,5.11,694.0,225.3,1.2,0.6,0.13,27.4,1.8,0.089,4,1,0
513.8,46.83,36.5,0.0085,0.024,4.23,1796.0,118.0,117.2,359.4,20.55,78.5,10.52,0.017,1,2,1
477.7,39.32,81.9,-0.0635,-0.0606,5.76,299.6,80.9,15.0,16.0,1.85,47.4,4.39,0.028,1,2,0
1555.2,35.95,161.5,0.0236,-0.087,7.53,1874.5,120.1,55.9,175.0,8.43,84.1,20.61,3.64,3,1,1
1947.8,35.87,14.5,0.0391,0.0526,5.02,597.7,1000.6,107.4,293.9,14.68,81.7,17.26,0.044,5,2,1
1275.2,33.71,278.3,0.0934,-0.0149,3.59,3373.4,581.5,6.2,10.5,0.74,33.5,3.22,0.0,1,3,0
695.1,36.58,168.4,-0.04,-0.0289,2.92,934.1,58.4,16.0,28.5,1.73,52.6,1.29,0.005,1,2,0
713.9,38.38,239.6,0.0461,0.0231,6.71,837.2,244.0,8.7,7.7,1.1,45.1,3.26,0.065,2,1,0
1193.9,43.26,296.4,0.0533,0.008,3.16,2124.1,427.1,19.7,33.4,5.08,37.4,1.1,0.067,1,1,0
928.5,21.09,354.1,-0.0763,-0.0142,5.56,2744.5,55.0,11.1,8.8,0.86,34.5,1.56,0.063,2,4,0
2376.8,25.06,118.0,0.1037,0.0041,5.47,1152.6,113.7,1.8,1.6,0.14,36.0,1.54,0.072,5,1,0
1396.5,12.89,242.2,-0.0329,-0.0828,3.43,1408.8,200.6,2.7,2.7,0.42,32.9,2.32,0.068,1,4,0
1090.2,29.35,320.9,-0.0199,0.0147,6.58,1263.8,253.2,17.6,27.5,1.66,35.1,0.54,0.031,2,2,0
1879.2,37.06,302.5,-0.0709,-0.0163,6.2,1028.8,164.2,17.6,27.9,1.8,48.0,1.12,0.075,1,2,0
963.1,28.61,291.4,0.0201,-0.0018,5.19,255.0,129.0,47.5,49.9,4.95,52.5,2.81,0.04,1,4,0
1580.3,32.22,152.4,0.0956,0.0239,4.15,538.0,665.9,29.6,82.5,4.75,66.2,1.25,0.061,3,1,0
1652.0,40.07,216.6,0.0557,-0.0362,5.5,41.9,285.6,89.6,244.5,14.78,82.0,23.97,0.138,2,1,1
497.3,29.89,110.1,0.0186,0.1276,5.8,468.1,29.6,45.3,125.8,13.58,59.5,3.67,0.046,1,1,0
1872.5,32.96,329.6,0.0304,-0.0094,5.01,1275.5,26.8,8.2,7.2,0.94,37.8,0.0,0.037,3,2,0
174.5,37.1,58.6,0.0801,0.1091,6.44,1562.3,46.7,9.8,15.4,0.73,42.2,0.7,0.021,2,4,0
1452.6,28.24,9.3,-0.0746,-0.0091,3.4,1351.9,649.5,307.9,594.8,58.09,94.2,58.41,0.0,3,2,1
807.9,42.95,251.5,0.0579,-0.0479,4.56,2957.5,228.0,2.3,3.7,0.33,31.3,2.53,0.112,1,4,0
1022.6,36.84,186.7,0.1009,-0.0316,6.98,216.5,912.0,19.9,14.5,3.16,36.6,0.55,0.086,2,1,0
1398.3,37.02,218.8,-0.0545,-0.0683,6.29,277.5,135.5,81.4,181.0,17.53,69.3,3.53,0.085,1,4,0
938.9,40.88,157.5,0.0079,0.0511,4.85,977.3,537.7,4.9,8.1,0.33,37.3,0.61,0.092,2,1,0
1724.1,28.59,30.2,0.0554,-0.0216,6.45,198.8,250.8,36.5,105.2,11.5,60.8,3.69,0.032,3,3,0
1182.9,29.27,114.4,0.0138,-0.0106,5.65,525.7,155.0,9.2,12.3,0.69,40.0,2.7,0.037,4,3,0
1136.0,40.8,220.8,0.0146,-0.0772,2.3,2037.3,353.1,50.6,119.4,8.94,57.7,1.73,0.094,3,3,0
2438.9,37.21,220.9,0.0157,-0.0637,6.95,212.9,330.9,79.3,133.8,10.08,65.6,6.34,0.083,4,4,0
1636.4,32.96,217.8,0.0237,0.06,5.77,2421.1,170.6,27.1,41.3,4.45,37.8,4.08,0.037,4,1,0
810.9,37.56,173.1,0.025,0.0421,6.44,542.7,154.4,52.9,97.8,7.75,61.3,1.39,0.04,2,1,0
1592.7,29.46,71.4,0.0311,-0.0299,3.84,1216.4,81.7,93.7,295.5,15.33,87.3,26.73,0.066,2,4,1
1162.8,31.19,278.7,0.0206,0.0445,7.33,1586.6,953.1,8.1,4.5,0.96,37.1,3.84,0.033,2,3,0
537.4,17.85,242.9,-0.0872,0.0018,6.27,2861.4,541.7,4.1,6.1,0.46,28.4,1.38,0.023,1,2,0
1459.2,28.89,235.8,-0.0404,-0.0008,4.8,478.8,8.6,142.6,337.5,27.09,77.4,14.25,0.087,3,2,1
1286.4,30.41,292.5,0.0006,0.0415,5.72,6195.5,48.8,6.2,8.3,1.02,39.9,1.6,0.074,2,4,0
901.4,21.46,328.0,0.0259,-0.0325,6.75,826.2,1214.7,0.7,0.7,0.09,32.8,0.0,0.064,1,1,0
1978.9,34.85,329.6,-0.094,-0.0443,5.9,1686.2,9.8,42.1,82.0,13.43,54.7,2.82,0.016,5,3,0
323.8,30.06,232.4,-0.0627,0.0757,5.28,264.3,391.9,15.1,19.0,1.15,30.6,2.04,0.052,1,2,0
1474.8,40.0,187.0,-0.0043,0.003,5.9,61.1,79.4,74.4,179.0,11.03,75.0,10.23,0.0,4,3,1
929.3,36.36,88.0,-0.0922,0.0218,3.58,455.7,499.0,0.8,1.2,0.06,31.7,1.71,0.155,3,3,0
1573.0,38.88,44.2,0.0118,-0.0061,3.12,1209.5,385.5,53.8,120.4,9.53,79.3,13.02,0.034,2,4,0
1471.5,31.59,227.4,-0.0247,-0.0028,4.26,2946.4,324.8,3.1,2.6,0.34,43.7,0.05,0.017,2,2,0
1177.0,24.49,250.8,-0.0192,-0.0281,9.26,730.2,921.7,5.7,3.8,0.45,43.1,0.0,0.045,1,4,0
961.4,25.17,229.9,-0.0022,0.0395,6.73,666.5,103.6,27.8,61.0,5.23,50.1,1.58,0.105,1,2,0
1517.0,31.18,80.5,0.0547,-0.0567,3.39,624.6,219.3,9.6,11.3,0.8,37.4,0.7,0.055,2,3,0
1308.4,39.11,34.9,-0.0244,0.041,7.13,130.2,1.1,21.4,30.4,2.22,53.5,1.07,0.0,2,3,0
874.7,29.9,194.3,0.1006,0.0097,3.74,2142.2,545.6,167.4,407.6,45.66,90.5,36.62,0.071,2,1,1
1190.0,19.14,217.7,0.0466,-0.0677,8.25,201.6,164.7,2.6,4.5,0.2,29.9,1.2,0.035,1,1,0
2226.2,45.62,317.6,0.0124,0.0039,4.11,670.5,192.3,9.7,8.9,1.0,46.1,2.23,0.034,5,1,0
1178.9,24.02,56.0,0.0299,0.0066,4.96,5829.2,714.0,89.5,136.7,7.71,61.4,3.2,0.057,2,3,0
698.0,60.76,328.6,-0.0186,-0.0572,2.68,673.1,15.5,4.2,5.7,0.34,32.1,0.12,0.088,3,1,0
1353.2,46.32,122.3,-0.0333,-0.0287,5.61,2574.2,346.7,21.3,37.7,1.51,44.0,0.06,0.0,4,1,0
976.3,44.36,283.4,-0.0352,-0.0808,7.37,499.6,1952.4,2.8,3.6,0.19,30.4,3.34,0.092,1,1,0
1006.8,44.62,255.9,0.003,0.0191,4.12,2114.5,585.6,22.3,38.0,1.84,40.6,1.75,0.045,1,1,0
1623.6,31.95,165.5,0.0371,-0.0604,3.33,981.7,250.8,114.6,362.6,15.92,65.6,2.54,0.016,2,4,1
2125.4,47.51,173.4,-0.0196,0.0449,2.22,2280.1,351.8,14.0,20.5,1.41,35.5,0.0,0.007,4,2,0
1212.6,22.8,279.0,-0.0028,-0.0714,6.82,17.5,135.9,67.7,121.2,20.46,63.6,4.06,0.121,3,3,0
1882.4,35.75,2.5,0.0908,0.0986,7.31,861.7,221.2,0.8,0.9,0.07,20.3,3.97,0.047,3,3,0
325.8,23.97,12.8,0.0026,-0.0395,7.4,2194.4,382.4,3.7,6.2,0.5,38.5,0.0,0.026,1,2,0
1487.6,37.3,262.3,-0.0318,0.0107,6.02,586.0,176.8,18.9,11.3,1.9,41.6,1.31,0.031,2,3,0
2447.9,35.38,0.1,0.0434,-0.0968,5.08,2563.7,822.1,2.3,3.2,0.29,32.5,4.72,0.05,4,2,0
1116.2,22.27,239.5,-0.029,-0.0822,7.36,240.5,79.0,0.9,1.3,0.08,39.4,0.4,0.0,2,3,0
1269.4,42.32,32.9,0.0651,-0.0961,5.77,917.1,428.4,1.3,2.1,0.12,35.0,0.56,0.067,2,4,0
582.2,25.0,288.6,0.0368,0.0909,4.46,2712.2,301.5,71.4,224.0,22.71,95.0,37.52,0.016,1,2,0
